tweet,channel,apple,tesla,google,meta,input_ids,attention_mask,sentiment
"Vans won the cancellation of a trademark for ""OLD SCHOOL"" on certain apparel, as an administrative board agreed that the mark had been abandoned.  https://t.co/DhtcVP4gDD",BLaw,0,0,0,0,"[    0   846  1253   351     5 16064     9    10  8442    13    22 20245
 32133   113    15  1402 14710     6    25    41  6833   792  1507    14
     5  2458    56    57  6978     4  1437  1205   640    90     4   876
    73   495  6083   438 12015   306   571 27140     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]",1
The share of young US workers filing for unemployment has surged during the pandemic.  https://t.co/d3tlT3Nkc8,BLaw,0,0,0,0,"[    0   133   458     9   664   382  1138  3386    13  5755    34 11157
   148     5 23387 14414     4  1437  1205   640    90     4   876    73
   417   246 34842   565   246   487   330   438   398     2]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0
Victoria’s Secret parent will pay $2.75 million to settle a proposed class action challenging the fees and investment options in its $1.6 billion 401(k) plan.  https://t.co/2TVZUPooLt,BLaw,0,0,0,0,"[    0 38672    17    27    29  8350  4095    40   582    68   176     4
  2545   153     7  6307    10  1850  1380   814  4087     5  3154     8
   915  1735    11    63    68   134     4   401   325 17936  1640   330
    43   563     4  1437  1205   640    90     4   876    73   176  2915
  1301  9673  3036 45105     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
Drew Peterson lost his appeal challenging the termination of his police officer pension based on his conviction for the 2004 murder of his third wife.  https://t.co/9h9tU46nVv,BLaw,0,0,0,0,"[    0   495 10461  9558   685    39  2868  4087     5 17829     9    39
   249  1036  4931   716    15    39  6866    13     5  4482  1900     9
    39   371  1141     4  1437  1205   640    90     4   876    73   466
   298   466    90   791  3761   282   846   705     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]",0
Meta is facing a backlash from reproductive rights advocates for giving law enforcement private Facebook messages between a mother and daughter now facing abortion-related criminal charges in Nebraska.  https://t.co/7ZDuou09qs,BLaw,0,0,0,1,"[    0 48454    16  2114    10 10279    31 20111   659  7039    13  1311
   488  2251   940   622  3731   227    10   985     8  1354   122  2114
  6428    12  3368  1837  1103    11  8688     4  1437  1205   640    90
     4   876    73   406  1301 34965  1438  3546 44458     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",0
"Illinois State University officials failed to shake off retaliation claims by the football team's former offensive coordinator who says he was terminated for posting an ""all lives matter"" sign on his office door.  https://t.co/mrnW9UiTtB",BLaw,0,0,0,0,"[    0 24873 36001   331   589   503  1447     7  8559   160 14167  1449
    30     5  1037   165    18   320  2555  6088    54   161    37    21
 18450    13  6016    41    22  1250  1074   948   113  1203    15    39
   558  1883     4  1437  1205   640    90     4   876    73   119 27771
   771   466   791   118   565    90   387     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
"A Los Angeles Sheriff’s Department deputy betrayed the public trust when he shared pictures of the remains of Kobe Bryant with a bartender, a witness told a jury at a trial over the leaking of photos.  https://t.co/Ix4Z0bR4WQ",BLaw,0,0,0,0,"[    0   250  1287  1422  2795    17    27    29   641  3193 26913     5
   285  2416    77    37  1373  3493     9     5  1189     9 24058  7701
    19    10 33080     6    10  4562   174    10  3940    23    10  1500
    81     5 18914     9  2356     4  1437  1205   640    90     4   876
    73   100  1178   306  1301   288   428   500   306   771  1864     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
Boards of directors at financial institutions would have to step up their oversight of cybersecurity risks under proposed updates to regulations from New York state's Department of Financial Services.  https://t.co/22U02PsKQO,BLaw,0,0,0,0,"[    0 18935  5954     9  5392    23   613  3353    74    33     7  1149
    62    49  9233     9 13468  2476   223  1850  3496     7  3478    31
   188   469   194    18   641     9  2108  1820     4  1437  1205   640
    90     4   876    73  2036   791  4197 13438   530  1864   673     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]",1
Major UK law firms taking the competition against US rivals stateside are falling short in one important category: profits.  https://t.co/Hb4xwFudXN,BLaw,0,0,0,0,"[    0 37038   987   488  2566   602     5  1465   136   382  4346   982
  1949    32  3064   765    11    65   505  4120    35  4632     4  1437
  1205   640    90     4   876    73   725   428   306  1178   605   597
  1906  1000   487     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]",0
"Opinion: The DOJ should challenge former President Trump's claim of absolute immunity in his appeal of an order rejecting his defense for civil claims arising from rioting at the Capitol on Jan. 6, says Alan B. Morrison.  https://t.co/Z4ydxo5uph",BLaw,0,0,0,0,"[    0   673 10188  1499    35    20 19984   197  1539   320   270   140
    18  2026     9  7833 17381    11    39  2868     9    41   645 19695
    39  1443    13  2366  1449 21005    31 13069   154    23     5  6107
    15  1133     4   231     6   161  6284   163     4 11285     4  1437
  1205   640    90     4   876    73  1301   306  9611  1178   139   245
 44186     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
The federal judiciary is condemning threats against judges as the US magistrate judge who signed off on a search warrant for former President Trump's Florida estate is reportedly the target of online abuse.  https://t.co/BPSdppgabW,BLaw,0,0,0,0,"[    0   133   752 13756    16 21856  3455   136  4674    25     5   382
 20894  1679    54  1419   160    15    10  1707  5321    13   320   270
   140    18  1261  2587    16  2288     5  1002     9   804  2134     4
  1437  1205   640    90     4   876    73   387  3888   417  3807   571
   873   771     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
Companies this year are scrambling to obtain cryptocurrency insurance as a hedge against catastrophic losses.  https://t.co/HATdAdHTz9,BLaw,0,0,0,0,"[    0 39182    42    76    32 19703     7  6925 11196  1911    25    10
  4445   136 15532  2687     4  1437  1205   640    90     4   876    73
   725  2571   417  9167 14469   329   466     2]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0
"Dewey &amp; LeBoeuf's spectacular fall is often cited as a ‘cautionary tale.’ But some of the firm’s innovative and risky tactics are now accepted in Big Law, writes opinion columnist @ViviaChen.  https://t.co/A1dhLOhvBG",BLaw,0,0,0,0,"[    0   495  2753  2981   359  3914   131  1063   387  3540  2951    18
  8694  1136    16   747  4418    25    10    44   711  3245 15175  1766
 10390     4    17    27   125   103     9     5   933    17    27    29
  5497     8 11788  8893    32   122  3903    11  1776  2589     6  5789
  2979 11711   787   846 40978   347  2457     4  1437  1205   640    90
     4   876    73   250   134 16593   574  7516   705 33887     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"“The public’s clear and powerful interest in understanding what occurred under these circumstances weighs heavily in favor of unsealing,” the Justice Department said in the filing.  https://t.co/26dfP4BGLF",BLaw,0,0,0,0,"[    0    17    48   133   285    17    27    29   699     8  2247   773
    11  2969    99  2756   223   209  4215 15820  4008    11  4402     9
 17851  8279     6    17    46     5  1659   641    26    11     5  3386
     4  1437  1205   640    90     4   876    73  2481 36807   510   306
   387 10020   597     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",2
"CDC official Greta Massetti said the reason the agency is recommending rolling back “test-to-stay” is because the agency is broadly unwinding its quarantine guidelines, and the policy was designed to be an alternative to quarantine.  https://t.co/H5pkvxx2pW",BLaw,0,0,0,0,"[    0 33194   781 19554   102  5370 13238    26     5  1219     5  1218
    16 22190  6346   124    44    48 21959    12   560    12 20952    17
    46    16   142     5  1218    16 11237 10963 24088    63 37059  6401
     6     8     5   714    21  1887     7    28    41  3626     7 37059
     4  1437  1205   640    90     4   876    73   725   245   642   330
   705 29061   176   642   771     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"As recently as Aug. 9, OSHA was turning to district judges to approve inspection warrants following Postal Service officials’ refusal to allow inspections at facilities.   https://t.co/yaEPZ87bw7",BLaw,0,0,0,0,"[    0  1620   682    25  2049     4   361     6  8192  6826    21  3408
     7  1418  4674     7  7244  9472 11958   511 24076  1841   503    17
    27 13646     7  1157 15569    23  2644     4  1437  1437  1205   640
    90     4   876    73  2636  9662  1301  5677   428   605   406     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]",1
"Thousands of asylum seekers in the US have waited months or more for work permits, despite a regulatory requirement that their applications be processed within 30 days.  https://t.co/mKnzdnZLfk",BLaw,0,0,0,0,"[    0 33383     9  6702 14046    11     5   382    33  9010   377    50
    55    13   173  8621     6  1135    10  4099  7404    14    49  2975
    28 12069   624   389   360     4  1437  1205   640    90     4   876
    73   119 30707   329 26812  1301   574   506   330     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",0
Opinion: The annual on-campus interviewing season for next year’s summer associates is here.   Here are some tips for law-firm interviewers and for law students angling for a spot.  https://t.co/tewoJZe8vD,BLaw,0,0,0,0,"[    0   673 10188  1499    35    20  1013    15    12 28135 21514   191
    13   220    76    17    27    29  1035 11904    16   259     4  1437
  1437  1398    32   103  4965    13   488    12   506  9856  1194   268
     8    13   488   521  5667  1527    13    10  1514     4  1437  1205
   640    90     4   876    73    90  2753   139   863 39516   398   705
   495     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"The FTC's decision to tackle online privacy opens a new area of conflict for Chair Lina Khan, bringing the agency under fresh fire from conservatives who argue that Congress is better-suited to draft data-security rules.    https://t.co/QqDThVUea0",BLaw,0,0,0,0,"[    0   133 25186    18   568     7  3692   804  4144  5699    10    92
   443     9  3050    13  8381   226  1243  3338     6  2406     5  1218
   223  2310   668    31  9930    54  5848    14  1148    16   357    12
  9228  4560     7  2479   414    12 15506  1492     4  1437  1437  1437
  1205   640    90     4   876    73  1864  1343   495 11329   846   791
 13184   288     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
California is one step closer to requiring large corporations such as Apple and Google to disclose their greenhouse gas emissions after a state Assembly committee advanced climate legislation.  https://t.co/cFDbebxhhh,BLaw,1,0,1,0,"[    0 26926    16    65  1149  2789     7  7980   739  9053   215    25
  1257     8  1204     7  9263    49 11832  1123  5035    71    10   194
  3389  1540  3319  2147  2309     4  1437  1205   640    90     4   876
    73   438 24667  1610   428  1178 45851     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]",1
Political ad spending in the 2022 midterms has already broken a record for off-year congressional elections and is set to plow through the all-time high of $9 billion spent on the 2020 presidential contest.  https://t.co/6hU01Kmkwy,BLaw,0,0,0,0,"[    0 39548  2329  1408    11     5  8157  1084 22091    34   416  3187
    10   638    13   160    12   180  5744  1727     8    16   278     7
  2968  1722   149     5    70    12   958   239     9    68   466   325
  1240    15     5  2760  1939  3096     4  1437  1205   640    90     4
   876    73   401   298   791  2663   530 43503 13434     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
Sweeping legislation to empower the government to demand lower prices on some of the costliest drugs to Medicare could reach President Joe Biden’s desk by this weekend.  https://t.co/wMd1Kp24UC,BLaw,0,0,0,0,"[    0 43957 24320  2309     7 15519     5   168     7  1077   795   850
    15   103     9     5   701 27911  2196     7  8999   115  1338   270
  2101 15478    17    27    29  8429    30    42   983     4  1437  1205
   640    90     4   876    73   605   448   417   134   530   642  1978
 12945     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"People who switched saw their wages jump by a record 6.7% on average in the 12 months through July, nearly two percentage points higher than those who remained in their same roles.  https://t.co/qxjMj7cluz",BLaw,0,0,0,0,"[    0  4763    54 12012   794    49  6729  3704    30    10   638   231
     4   406   207    15   674    11     5   316   377   149   550     6
   823    80  3164   332   723    87   167    54  2442    11    49   276
  4502     4  1437  1205   640    90     4   876    73  1343  1178   267
   448   267   406  3998  4987     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"If the proposal becomes law, California will become the seventh state to protect adults who legally use cannabis from employer sanctions.  https://t.co/tSB79yfVBa",BLaw,0,0,0,0,"[    0  1106     5  2570  3374   488     6   886    40   555     5  3821
   194     7  1744  3362    54  7818   304  5194    31  8850  2637     4
  1437  1205   640    90     4   876    73    90 12380  5220   219   506
   846 34535     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]",1
US consumers are already grappling with historically high food prices. It still stands to get worse.   https://t.co/aNDlUoCY0K,BLaw,0,0,0,0,"[    0  3048  2360    32   416 22840    19  9644   239   689   850     4
    85   202  3311     7   120  3007     4  1437  1437  1205   640    90
     4   876    73   102 13457   462   791   139   347   975   288   530
     2]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0
"“The question is, can the state determine that Rep. Greene cannot serve? And the answer is no,” said James Bopp Jr., an attorney representing Marjorie Taylor Greene.  https://t.co/cBDTTA7d57",BLaw,0,0,0,0,"[    0    17    48   133   864    16     6    64     5   194  3094    14
  2825     4 13900  1395  1807   116   178     5  1948    16   117     6
    17    46    26   957  3542  3807  2385   482    41  1921  4561  1127
   267 19989  2657 13900     4  1437  1205   640    90     4   876    73
   438 18941   565  3847   406   417  4390     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"In May, US Citizenship and Immigration Services increased the automatic extension period for work permit renewals to 540 days in an effort to address backlogs affecting non-citizens, including asylum seekers.  https://t.co/703dlMdDNj",BLaw,0,0,0,0,"[    0  1121   392     6   382 32186     8 10294  1820  1130     5  8408
  5064   675    13   173  6687 11007  1536     7 31366   360    11    41
  1351     7  1100 14846    29  7920   786    12 33632     6   217  6702
 14046     4  1437  1205   640    90     4   876    73 37106 30469   448
   417 40795   267     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
The CDC announced that people no longer need to quarantine after they've been exposed to Covid.  https://t.co/NYBmcJ6tF2,BLaw,0,0,0,0,"[    0   133 13545   585    14    82   117  1181   240     7 37059    71
    51   348    57  4924     7 19150   808     4  1437  1205   640    90
     4   876    73  9873   387 29297   863   401    90   597   176     2]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],1
The Environmental Justice Index is the nation’s first tool to survey neighborhoods and other areas to assess human health based by taking into account pollution and other environmental impacts.  https://t.co/ikRmmxYCVu,BLaw,0,0,0,0,"[    0   133  6982  1659  4648    16     5  1226    17    27    29    78
  3944     7  2658  9100     8    97   911     7  7118  1050   474   716
    30   602    88  1316  6631     8    97  3039  7342     4  1437  1205
   640    90     4   876    73   967   500  5471  1178   975 35433   257
     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]",1
A sales boost comes as Free Speech will likely face calls in its bankruptcy for greater scrutiny of its finances after a high-profile Texas trial ended last week with orders for the conspiracy theorist and Free Speech to pay nearly $50 million in damages.  https://t.co/Ul06QxN8d9,BLaw,0,0,0,0,"[    0   250   647  2501   606    25  3130 27242    40   533   652  1519
    11    63  7388    13  2388  7731     9    63  9083    71    10   239
    12  7221  1184  1500  1249    94   186    19  3365    13     5  6556
 40646     8  3130 27242     7   582   823    68  1096   153    11  8357
     4  1437  1205   640    90     4   876    73 41436  4124  1864  1178
   487   398   417   466     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
A federal judge in California declared a mistrial in a case alleging that Apple’s second-generation AirPods and its AirPods Pro infringe two Pinn patents related to wireless earbuds and their charging case.  https://t.co/sV5KxCMiTM,BLaw,1,0,0,0,"[    0   250   752  1679    11   886  2998    10 12241 13700    11    10
   403 11537    14  1257    17    27    29   200    12 11092  1754   510
 20529     8    63  1754   510 20529  1698 25827   242    80   221  5246
 17848  1330     7  6955  5567   428 23082     8    49  6489   403     4
  1437  1205   640    90     4   876    73    29   846   245   530  1178
 18814   118 14386     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
Penguin Random House and Simon &amp; Schuster Inc. are battling the Justice Department’s lawsuit against their merger by contending the combination will generate efficiencies that outweigh any anticompetitive effects.  https://t.co/62nXuw8QAl,BLaw,0,0,0,0,"[    0   510 38381   179 34638   446     8  4616   359  3914   131  1811
 10504   603     4    32  8073     5  1659   641    17    27    29  2672
   136    49  7394    30  8541  4345     5  4069    40  5368 20995 18828
    14 25473   143 38189  7474 40763  3038     4  1437  1205   640    90
     4   876    73  5379   282  1000   257   605   398  1864  7083     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
An Illinois town and two paramedics escaped a lawsuit by a man who claims that they posted pictures of his severed arm without permission.  https://t.co/zirjO9NQDg,BLaw,0,0,0,0,"[    0  4688  3882  1139     8    80 16443  8896    10  2672    30    10
   313    54  1449    14    51  1278  3493     9    39 27889  3124   396
  5537     4  1437  1205   640    90     4   876    73   329   853   267
   673   466   487  1864   495   571     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]",0
"“I personally approved the decision to seek a search warrant in this matter. The department does not take such a decision lightly,” Attorney General Merrick Garland said, disclosing his role in a rare public appearance.  https://t.co/YHsZiF2uI7",BLaw,0,0,0,0,"[    0    17    48   100  5636  2033     5   568     7  2639    10  1707
  5321    11    42   948     4    20  1494   473    45   185   215    10
   568 14998     6    17    46  2745  1292  4213  7100 22280    26     6
 26344    39   774    11    10  3159   285  2772     4  1437  1205   640
    90     4   876    73   975   725    29  1301   118   597   176   257
   100   406     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"“Employers have a small window to get out in front of sharper increases coming in 2024 from the cumulative effect of current inflationary pressures.""  https://t.co/ITaDLv8LFZ",BLaw,0,0,0,0,"[    0    17    48 38031   268    33    10   650  2931     7   120    66
    11   760     9 29564  3488   567    11 15294    31     5 22367  1683
     9   595  2680  1766  9985    72  1437  1205   640    90     4   876
    73  2068   102 26109   705   398   574   597  1301     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",1
California is one step closer to requiring large corporations such as Apple and Google to disclose their greenhouse gas emissions after a state Assembly committee advanced climate legislation.  https://t.co/IlphDm66oF,BLaw,1,0,1,0,"[    0 26926    16    65  1149  2789     7  7980   739  9053   215    25
  1257     8  1204     7  9263    49 11832  1123  5035    71    10   194
  3389  1540  3319  2147  2309     4  1437  1205   640    90     4   876
    73 13693  3792   495   119  4280   139   597     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]",1
"A Wendy’s shareholder lost his bid to appeal a district court’s approval of a settlement with the fast-food giant, over claims that the board and executives didn’t uphold their fiduciary duties following a 2015 data breach of its payment card system.  https://t.co/iONRRUQSR9",BLaw,0,0,0,0,"[    0   250 14790    17    27    29  7176   685    39  2311     7  2868
    10  1418   461    17    27    29  2846     9    10  4221    19     5
  1769    12 13193  3065     6    81  1449    14     5   792     8  4585
   399    17    27    90 16060    49 31243 20296  1766  5941   511    10
   570   414  6999     9    63  3207  1886   467     4  1437  1205   640
    90     4   876    73   118  2191 25733   791  1864 17973   466     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
"The Federal Trade Commission’s decision to tackle online privacy opens a new area of conflict for Chair Lina Khan, bringing the agency under fresh fire from conservatives who argue that Congress is better-suited to draft data-security rules.   https://t.co/4gebrFadgd",BLaw,0,0,0,0,"[    0   133  1853  4466  1463    17    27    29   568     7  3692   804
  4144  5699    10    92   443     9  3050    13  8381   226  1243  3338
     6  2406     5  1218   223  2310   668    31  9930    54  5848    14
  1148    16   357    12  9228  4560     7  2479   414    12 15506  1492
     4  1437  1437  1205   640    90     4   876    73   306  1899  3809
   597   625 27122     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"States have no authority to decide whether someone is qualified to be a candidate to run for Congress, an attorney for Rep. Marjorie Taylor Greene said in court arguments over a voters’ group effort to bar her from running for re-election.  https://t.co/KEjAn8XDI8",BLaw,0,0,0,0,"[    0 39852    33   117  3446     7  2845   549   951    16  6048     7
    28    10  1984     7   422    13  1148     6    41  1921    13  2825
     4  1127   267 19989  2657 13900    26    11   461  7576    81    10
  1983    17    27   333  1351     7  2003    69    31   878    13   769
    12  6414     4  1437  1205   640    90     4   876    73  6961   267
  4688   398  1000 10063   398     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"The bankrupt production company of right-wing radio host Alex Jones, Free Speech Systems, is facing a “crisis” in being able to fulfill product sales from its website and needs a larger budget to meet associated costs.  https://t.co/LEBmdoy3HY",BLaw,0,0,0,0,"[    0   133 19117   931   138     9   235    12  5577  3188  1482  2618
  1454     6  3130 27242  5778     6    16  2114    10    44    48   438
 28461    17    46    11   145   441     7 14235  1152   647    31    63
   998     8   782    10  2514  1229     7   972  3059  1042     4  1437
  1205   640    90     4   876    73  3850   387 26296  2160   246 32288
     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
"Old Navy secretly deployed “keystroke monitoring” software to intercept and monitor the keystrokes and mouse clicks of all visitors to its website, , according to a proposed class action.  https://t.co/C0dZ4xN9tL",BLaw,0,0,0,0,"[    0 26605  5027 16340  6400    44    48  5282 17097  4872    17    46
  2257     7 20359     8  5271     5   762 26764  7339     8 18292 30106
     9    70  3074     7    63   998     6  2156   309     7    10  1850
  1380   814     4  1437  1205   640    90     4   876    73   347   288
   417  1301   306  1178   487   466    90   574     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
